dataset,relation,keep,edge_seed,seed,model,norm,init,layers,n_nodes,n_edges,auc,auprc,mad,mad_random,train_time_s,mean_degree,deg_p50,deg_p90,deg_max,isolated_frac,edge_homophily,n_components,largest_cc_frac,boot_auc_mean,boot_auc_std,boot_auprc_mean,boot_auprc_std,f1@90,prec@90,rec@90,f1@99,prec@99,rec@99,f1@99.9,prec@99.9,rec@99.9
yelp,net_rsr,0.05,1,2,SAGE,graph,default,2,45954,340274,0.8514333032001171,0.5639349861048135,0.3327118158340454,0.4278058707714081,4.1,7.404665470123291,7.0,15.0,44.0,0.06332419067621231,0.7729065418243408,4098,0.010140575357966662,0.8513730393132015,0.005293677731391581,0.5642985598176485,0.013799107039862138,0.499113475177305,0.6119565217391304,0.4214071856287425,0.11904761904761904,0.9239130434782609,0.06362275449101797,0.014858841010401188,1.0,0.0074850299401197605
yelp,net_rsr,0.05,1,3,SAGE,graph,default,2,45954,340274,0.8395149936887935,0.5424022743231401,0.30686622858047485,0.4086374342441559,4.1,7.404665470123291,7.0,15.0,44.0,0.06332419067621231,0.7729065418243408,4098,0.010140575357966662,0.8400772720490727,0.005319822386495504,0.5448656742992456,0.014719067921641038,0.49024822695035464,0.6010869565217392,0.41392215568862273,0.1092436974789916,0.8478260869565217,0.058383233532934134,0.014858841010401188,1.0,0.0074850299401197605
yelp,net_rsr,0.05,2,1,GCN,none,default,2,45954,340274,0.6775661857293559,0.28373527879992183,0.0025504070799797773,0.03213033452630043,4.3,7.404665470123291,7.0,15.0,39.0,0.06497801840305328,0.7720954418182373,4208,0.010140575357966662,0.6769645729750602,0.0065851284577279805,0.28436631709315435,0.011181928535603286,0.28102836879432624,0.34456521739130436,0.2372754491017964,0.058823529411764705,0.45652173913043476,0.03143712574850299,0.010401188707280832,0.7,0.005239520958083832
yelp,net_rsr,0.05,2,2,GCN,none,default,2,45954,340274,0.6716218466834152,0.281791620325881,0.0029296469874680042,0.03737245872616768,4.3,7.404665470123291,7.0,15.0,39.0,0.06497801840305328,0.7720954418182373,4208,0.010140575357966662,0.6693657980475274,0.008206135888259511,0.27988590323091034,0.011577807002264934,0.2907801418439716,0.3565217391304348,0.24550898203592814,0.0700280112044818,0.5434782608695652,0.0374251497005988,0.008915304606240713,0.6,0.004491017964071856
yelp,net_rsr,0.05,2,3,GCN,none,default,2,45954,340274,0.6785151057355757,0.28625791299087766,0.0033317222259938717,0.040460966527462006,4.3,7.404665470123291,7.0,15.0,39.0,0.06497801840305328,0.7720954418182373,4208,0.010140575357966662,0.678642919038467,0.007836422356779555,0.2871273090020045,0.011907021580678006,0.28812056737588654,0.3532608695652174,0.2432634730538922,0.06722689075630252,0.5217391304347826,0.03592814371257485,0.008915304606240713,0.6,0.004491017964071856
yelp,net_rsr,0.05,2,1,GCN,graph,default,2,45954,340274,0.7381021752320207,0.36723612528003746,0.055207617580890656,0.34756338596343994,5.9,7.404665470123291,7.0,15.0,39.0,0.06497801840305328,0.7720954418182373,4208,0.010140575357966662,0.7377285692189762,0.006880025459991325,0.3674126570610234,0.013050492982975122,0.3537234042553192,0.43369565217391304,0.2986526946107784,0.08543417366946779,0.6630434782608695,0.04565868263473054,0.010401188707280832,0.7,0.005239520958083832
yelp,net_rsr,0.05,2,2,GCN,graph,default,2,45954,340274,0.744985477746137,0.37612280712170965,0.05956367775797844,0.32850542664527893,6.0,7.404665470123291,7.0,15.0,39.0,0.06497801840305328,0.7720954418182373,4208,0.010140575357966662,0.7439940702767651,0.007918262491005393,0.3744009760564435,0.014643784148024204,0.3696808510638298,0.4532608695652174,0.312125748502994,0.08123249299719888,0.6304347826086957,0.04341317365269461,0.01188707280832095,0.8,0.005988023952095809
yelp,net_rsr,0.05,2,3,GCN,graph,default,2,45954,340274,0.7372391958699708,0.3617412234076405,0.056077513843774796,0.3127247095108032,6.0,7.404665470123291,7.0,15.0,39.0,0.06497801840305328,0.7720954418182373,4208,0.010140575357966662,0.7365451933035656,0.007407351398912472,0.3620722815351867,0.016028084473543525,0.36436170212765956,0.4467391304347826,0.30763473053892215,0.07983193277310924,0.6195652173913043,0.04266467065868264,0.01188707280832095,0.8,0.005988023952095809
yelp,net_rsr,0.05,2,1,SAGE,none,default,2,45954,340274,0.8096386148273718,0.4595604774034593,0.10434754937887192,0.13672912120819092,2.4,7.404665470123291,7.0,15.0,39.0,0.06497801840305328,0.7720954418182373,4208,0.010140575357966662,0.8096975424736638,0.005918268410686144,0.4591388932407978,0.014088679217638289,0.4237588652482269,0.5195652173913043,0.35778443113772457,0.09663865546218488,0.75,0.051646706586826345,0.01188707280832095,0.8,0.005988023952095809
yelp,net_rsr,0.05,2,2,SAGE,none,default,2,45954,340274,0.8314071322731319,0.5084193742480317,0.11919225752353668,0.1592959761619568,2.4,7.404665470123291,7.0,15.0,39.0,0.06497801840305328,0.7720954418182373,4208,0.010140575357966662,0.8313852729143442,0.005553602749355748,0.5081434555366383,0.014819345838385501,0.4574468085106383,0.5608695652173913,0.38622754491017963,0.10784313725490197,0.8369565217391305,0.05763473053892216,0.01337295690936107,0.9,0.006736526946107785
