dataset,model,init,norm,seed,auc,auprc,val_auprc,best_epoch,train_time_s,mad,boot_auc_mean,boot_auc_std,boot_auprc_mean,boot_auprc_std,f1@90,prec@90,rec@90,f1@99,prec@99,rec@99,f1@99.9,prec@99.9,rec@99.9
yelp,GCN,default,pair,0,0.6093076385416539,0.2373465586309377,0.23187170419230613,299,167.5,0.001168734161183238,0.6093888939873316,0.008892183924483205,0.2378084306958012,0.009401731232861147,0.22074468085106383,0.27065217391304347,0.18637724550898205,0.0784313725490196,0.6086956521739131,0.041916167664670656,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,default,pair,1,0.5993649634285401,0.23470694864076647,,-1,67.1,0.0010823163902387023,0.5997601767528675,0.007851145653093828,0.23593811982934862,0.009740680471979948,0.22862206468763846,0.28013029315960913,0.19311377245508982,0.0742296918767507,0.5760869565217391,0.03967065868263473,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,default,pair,2,0.5875673233471956,0.2304912675222419,,-1,67.1,0.0011737573659047484,0.5856364052111805,0.009028576933696257,0.2283458934874688,0.01084625589983191,0.21010638297872342,0.2576086956521739,0.17739520958083832,0.08117564730580826,0.6236559139784946,0.04341317365269461,0.010401188707280832,0.7,0.005239520958083832
yelp,GCN,default,pair,3,0.5911608713580985,0.23311771903021333,,-1,67.1,0.0010116625344380736,0.5905283547675739,0.008041945102308138,0.23421803655946494,0.0111666558255684,0.21719858156028368,0.266304347826087,0.18338323353293412,0.07703081232492998,0.5978260869565217,0.04116766467065868,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,default,pair,4,0.6063295856098394,0.2575099024211358,,-1,67.1,0.0013618709053844213,0.6075827985780999,0.00944422317061872,0.2603803439766811,0.013378770591082677,0.23581560283687944,0.2891304347826087,0.19910179640718562,0.09243697478991597,0.717391304347826,0.04940119760479042,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,xavier,none,0,0.5967687365848751,0.2122577850373086,0.24545895119407718,299,165.2,0.00012629014963749796,0.5967426973790778,0.008157699435199752,0.21256230547351385,0.008204551390675224,0.22163120567375885,0.2717391304347826,0.18712574850299402,0.0350140056022409,0.2717391304347826,0.0187125748502994,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,xavier,none,1,0.5888232286699513,0.222743509930214,,-1,65.9,0.0001336355198873207,0.5897180433884819,0.00685625657771122,0.22394012684715303,0.010520779496712119,0.2349290780141844,0.28804347826086957,0.19835329341317365,0.049019607843137254,0.3804347826086957,0.02619760479041916,0.01337295690936107,0.9,0.006736526946107785
yelp,GCN,xavier,none,2,0.5896864938656292,0.22169799588044814,,-1,65.9,0.0002149346109945327,0.5880631427713648,0.009017118779626791,0.22035271637464546,0.010537147523986254,0.24468085106382978,0.3,0.20658682634730538,0.049019607843137254,0.3804347826086957,0.02619760479041916,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,xavier,none,3,0.5991168598393843,0.22002476281183214,,-1,65.9,0.00019703574071172625,0.5986542677293706,0.008622135365767154,0.22132211892681913,0.010137945601047629,0.2296099290780142,0.28152173913043477,0.19386227544910178,0.047619047619047616,0.3695652173913043,0.025449101796407185,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,xavier,none,4,0.6116007388227618,0.25841536544415405,,-1,65.9,0.00025879329768940806,0.6122233321163465,0.009267227317523587,0.2604238702147795,0.012753980586614555,0.25975177304964536,0.3184782608695652,0.21931137724550898,0.08823529411764706,0.6847826086956522,0.04715568862275449,0.014858841010401188,1.0,0.0074850299401197605
