dataset,relation,mean_degree,n_nodes,n_edges,model,norm,init,seed,layers,auc,auprc,mad,mad_random,train_time_s,boot_auc_mean,boot_auc_std,boot_auprc_mean,boot_auprc_std,f1@90,prec@90,rec@90,f1@99,prec@99,rec@99,f1@99.9,prec@99.9,rec@99.9
yelp,net_rsr,148.09,45954,6805486,GAT,none,default,2,2,0.5891998621138578,0.23325945491903946,2.479553229406406e-09,0.009533329866826534,108.2,0.5871138214894944,0.0091852930451029,0.23165579440958112,0.011275236838775602,0.23019034971226207,0.28169014084507044,0.19461077844311378,0.08743927827897294,0.6,0.04715568862275449,0.014847809948032665,0.9090909090909091,0.0074850299401197605
yelp,net_rsr,148.09,45954,6805486,GAT,none,default,3,2,0.5823379971218459,0.23696622386165078,-6.43730180271973e-10,0.0072172400541603565,108.1,0.583125053082556,0.008583832960739115,0.23852651804002728,0.011752034519090616,0.22310756972111553,0.27302275189599134,0.18862275449101795,0.09046624913013222,0.6435643564356436,0.048652694610778445,0.02074074074074074,1.0,0.010479041916167664
yelp,net_rsr,148.09,45954,6805486,GAT,layer,default,1,2,0.586657848381648,0.23331568425050603,3.0487776747634143e-09,0.018531201407313347,109.3,0.5873290883572222,0.007516672014925543,0.2349305480312014,0.010322797747216535,0.22606382978723405,0.27717391304347827,0.19086826347305388,0.08066759388038942,0.5686274509803921,0.04341317365269461,0.014847809948032665,0.9090909090909091,0.0074850299401197605
yelp,net_rsr,148.09,45954,6805486,GAT,layer,default,2,2,0.6135941901837872,0.2546030066935381,4.521012453295725e-09,0.037264399230480194,109.4,0.6113578114041595,0.0095415585984347,0.2524715273460323,0.012041294160966502,0.25386996904024767,0.31027027027027027,0.2148203592814371,0.08257522743177047,0.6344086021505376,0.04416167664670659,0.01630837657524092,0.8461538461538461,0.008233532934131737
yelp,net_rsr,148.09,45954,6805486,GAT,layer,default,3,2,0.6012450817560397,0.2397435286213846,3.18288795320143e-09,0.017421726137399673,109.4,0.6025268813233619,0.008570718306793068,0.2413865430105844,0.011905312031761036,0.2349290780141844,0.28804347826086957,0.19835329341317365,0.07654836464857341,0.5445544554455446,0.04116766467065868,0.016332590942835932,1.0,0.008233532934131737
yelp,net_rsr,148.09,45954,6805486,GAT,graph,default,1,2,0.6227079477755284,0.2609741574660282,4.875659875835936e-09,0.4797704219818115,110.9,0.6226066898657443,0.007326396526178639,0.26284014399095157,0.011410119007471426,0.2473404255319149,0.3032608695652174,0.2088323353293413,0.08397480755773268,0.6451612903225806,0.04491017964071856,0.01337295690936107,0.9,0.006736526946107785
yelp,net_rsr,148.09,45954,6805486,GAT,graph,default,2,2,0.6315655984365282,0.28756589906545044,4.351139171188123e-10,0.49128344655036926,110.9,0.6290515479665213,0.009029565932839134,0.28452211674075967,0.012533723645248827,0.2608311229000884,0.3185745140388769,0.22080838323353294,0.09776536312849161,0.7291666666666666,0.05239520958083832,0.014858841010401188,1.0,0.0074850299401197605
yelp,net_rsr,148.09,45954,6805486,GAT,graph,default,3,2,0.6268702094283938,0.2761674780408016,1.287460360543946e-09,0.41342052817344666,110.9,0.6269590267763001,0.008886780960784988,0.2768692550282908,0.012355312268641836,0.273972602739726,0.3344120819848975,0.23203592814371257,0.0893854748603352,0.6666666666666666,0.04790419161676647,0.01630837657524092,0.8461538461538461,0.008233532934131737
yelp,net_rsr,148.09,45954,6805486,SAGE,none,default,1,2,0.8146770994670536,0.47431322619973015,0.09625370800495148,0.11190688610076904,25.2,0.8148251286464082,0.005692525609334912,0.4741598251612819,0.012892833772512975,0.43439716312056736,0.532608695652174,0.36676646706586824,0.10084033613445378,0.782608695652174,0.05389221556886228,0.014858841010401188,1.0,0.0074850299401197605
yelp,net_rsr,148.09,45954,6805486,SAGE,none,default,2,2,0.8322077999042647,0.5121623161279787,0.10972917824983597,0.12837961316108704,25.2,0.8320223353892641,0.005537189006237072,0.5119211180393349,0.014391413563377843,0.4592198581560284,0.5630434782608695,0.38772455089820357,0.1134453781512605,0.8804347826086957,0.06062874251497006,0.01337295690936107,0.9,0.006736526946107785
yelp,net_rsr,148.09,45954,6805486,SAGE,none,default,3,2,0.80259576950986,0.4635277100462377,0.08350532501935959,0.09691806882619858,25.2,0.8034235210215982,0.005612860039833223,0.46613676182734565,0.012843892212487528,0.42021276595744683,0.5152173913043478,0.35479041916167664,0.10504201680672269,0.8152173913043478,0.0561377245508982,0.01337295690936107,0.9,0.006736526946107785
yelp,net_rsr,148.09,45954,6805486,SAGE,layer,default,1,2,0.8486049794504678,0.559778284244568,0.1979825496673584,0.242121160030365,25.4,0.8485646015212132,0.005151316381428864,0.5599488353009203,0.012889961747032275,0.4973404255319149,0.6097826086956522,0.4199101796407186,0.1134453781512605,0.8804347826086957,0.06062874251497006,0.014858841010401188,1.0,0.0074850299401197605
yelp,net_rsr,148.09,45954,6805486,SAGE,layer,default,2,2,0.8522212512348012,0.5798431398712556,0.22037936747074127,0.27767395973205566,25.4,0.8523268912035433,0.005498115962362416,0.5794681082760147,0.01509305236334454,0.5088652482269503,0.6239130434782608,0.4296407185628742,0.12044817927170869,0.9347826086956522,0.06437125748502993,0.014858841010401188,1.0,0.0074850299401197605
yelp,net_rsr,148.09,45954,6805486,SAGE,layer,default,3,2,0.8445388055355684,0.5641537620644412,0.17693167924880981,0.22033683955669403,25.4,0.8448464555611627,0.005540862316194453,0.5662269978108666,0.014347122786764104,0.5035460992907801,0.6173913043478261,0.4251497005988024,0.11764705882352941,0.9130434782608695,0.06287425149700598,0.014858841010401188,1.0,0.0074850299401197605
yelp,net_rsr,148.09,45954,6805486,SAGE,graph,default,1,2,0.8707184980852958,0.625869134807588,0.316250205039978,0.4134652018547058,26.8,0.8709269233875012,0.005134370276076486,0.6265081526331714,0.012082113497974497,0.5372340425531915,0.658695652173913,0.4535928143712575,0.12324929971988796,0.9565217391304348,0.0658682634730539,0.014858841010401188,1.0,0.0074850299401197605
yelp,net_rsr,148.09,45954,6805486,SAGE,graph,default,2,2,0.8772374103625743,0.6514664898513868,0.3259662091732025,0.4152296483516693,26.9,0.8768922889372301,0.005152229483912127,0.6509704846525907,0.01364385134175676,0.5718085106382979,0.7010869565217391,0.48278443113772457,0.12745098039215685,0.9891304347826086,0.06811377245508982,0.014858841010401188,1.0,0.0074850299401197605
yelp,net_rsr,148.09,45954,6805486,SAGE,graph,default,3,2,0.8661783167371977,0.6300591569811116,0.2782020568847656,0.36444297432899475,26.9,0.8660509085982886,0.0050197624363866634,0.6312274008769267,0.013437673412288706,0.5558510638297872,0.6815217391304348,0.469311377245509,0.12745098039215685,0.9891304347826086,0.06811377245508982,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,GCN,none,default,1,2,0.5850590379830969,0.1927573984101948,6.090816168580204e-05,0.00573135819286108,66.8,0.5857557125738582,0.00708958509869474,0.19357238592934642,0.007542275953393128,0.20301418439716312,0.24891304347826088,0.17140718562874252,0.0350140056022409,0.2717391304347826,0.0187125748502994,0.0014858841010401188,0.1,0.0007485029940119761
yelp,homo,167.43,45954,7693958,GCN,none,default,2,2,0.5772150010061343,0.19486491658509988,8.031143806874752e-05,0.006784978788346052,66.5,0.5755481881670825,0.009080514115637374,0.19438502678653866,0.00857047049146928,0.2154255319148936,0.26413043478260867,0.18188622754491018,0.037815126050420166,0.29347826086956524,0.020209580838323353,0.0029717682020802376,0.2,0.0014970059880239522
yelp,homo,167.43,45954,7693958,GCN,none,default,3,2,0.5880329939662426,0.19397121379065357,8.949657785706222e-05,0.006858903914690018,66.5,0.5872511020307712,0.008577682527533582,0.1947712423422886,0.007545123247066682,0.20035460992907803,0.24565217391304348,0.1691616766467066,0.037815126050420166,0.29347826086956524,0.020209580838323353,0.0,0.0,0.0
yelp,homo,167.43,45954,7693958,GCN,layer,default,1,2,0.5909153879105333,0.23032054614326086,0.0002106555039063096,0.017092423513531685,66.9,0.5917365158386759,0.007462806040142184,0.23195720387367125,0.0108408342698989,0.2349290780141844,0.28804347826086957,0.19835329341317365,0.06857942617214835,0.5268817204301075,0.036676646706586824,0.01188707280832095,0.8,0.005988023952095809
yelp,homo,167.43,45954,7693958,GCN,layer,default,2,2,0.6072114776302792,0.24102058028320453,0.00042505463352426887,0.03129764646291733,67.0,0.605220714202424,0.008985132616645491,0.23904578183349293,0.011022454473653293,0.2429078014184397,0.29782608695652174,0.20508982035928144,0.0741777466759972,0.5698924731182796,0.03967065868263473,0.01188707280832095,0.8,0.005988023952095809
yelp,homo,167.43,45954,7693958,GCN,layer,default,3,2,0.6051669096887691,0.24307191976828826,0.0003127132949884981,0.021643241867423058,66.9,0.6048006285349029,0.00857296881727013,0.24444390562400398,0.01171941299529036,0.2473404255319149,0.3032608695652174,0.2088323353293413,0.06442577030812324,0.5,0.0344311377245509,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,GCN,graph,default,1,2,0.6349782613998073,0.2683620954894257,0.017952606081962585,0.42895007133483887,68.5,0.6347969869625092,0.007627589882049339,0.2697289696167807,0.011705362507272441,0.25975177304964536,0.3184782608695652,0.21931137724550898,0.07703081232492998,0.5978260869565217,0.04116766467065868,0.01188707280832095,0.8,0.005988023952095809
yelp,homo,167.43,45954,7693958,GCN,graph,default,2,2,0.6422716398923131,0.28504075235131243,0.019368868321180344,0.39960822463035583,68.5,0.6403272061910844,0.009458440269546136,0.28229339789505037,0.012841841457780783,0.26684397163120566,0.32717391304347826,0.2252994011976048,0.09803921568627451,0.7608695652173914,0.05239520958083832,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,GCN,graph,default,3,2,0.640975003277559,0.28318115984754155,0.015949059277772903,0.38819509744644165,68.4,0.6403554162465102,0.007912748102503657,0.28431979237538924,0.01253270684017058,0.2695035460992908,0.33043478260869563,0.2275449101796407,0.09103641456582633,0.7065217391304348,0.048652694610778445,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,GAT,none,default,1,2,0.5652288536470846,0.21078513249831696,7.343142351601273e-05,0.006569627206772566,122.3,0.5664171403914722,0.007341770750335563,0.21262436661706552,0.009662598143854683,0.20833333333333334,0.2554347826086957,0.17589820359281438,0.047619047619047616,0.3695652173913043,0.025449101796407185,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,GAT,none,default,2,2,0.5607313091485053,0.20530013584315635,8.109895134111866e-05,0.0076163047924637794,122.3,0.5589224178614185,0.008094524833395133,0.20414091520796845,0.008835558056343224,0.18971631205673758,0.2326086956521739,0.1601796407185629,0.07282913165266107,0.5652173913043478,0.038922155688622756,0.01337295690936107,0.9,0.006736526946107785
yelp,homo,167.43,45954,7693958,GAT,none,default,3,2,0.5685574815237142,0.21844381420157416,6.693441537208855e-05,0.005888703744858503,122.3,0.5693714276310122,0.008014476564579088,0.22023948683981515,0.010337538935802724,0.20735489587948605,0.254071661237785,0.1751497005988024,0.08123249299719888,0.6304347826086957,0.04341317365269461,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,GAT,layer,default,1,2,0.5621350857348439,0.2094234871486681,0.0001484664244344458,0.01273916196078062,123.5,0.5632002544150967,0.00797436409794442,0.21152413559176572,0.009902703919983087,0.18085106382978725,0.2217391304347826,0.15269461077844312,0.07983193277310924,0.6195652173913043,0.04266467065868264,0.01188707280832095,0.8,0.005988023952095809
yelp,homo,167.43,45954,7693958,GAT,layer,default,2,2,0.5901244386227545,0.2219472157906589,0.0003303071134723723,0.026772957295179367,123.5,0.5882986936189797,0.009216515415603303,0.2205048473846548,0.009577211782000019,0.21453900709219859,0.26304347826086955,0.18113772455089822,0.0742296918767507,0.5760869565217391,0.03967065868263473,0.01337295690936107,0.9,0.006736526946107785
yelp,homo,167.43,45954,7693958,GAT,layer,default,3,2,0.5766947361641279,0.2204420058078509,0.00012961062020622194,0.01126275584101677,123.4,0.5773355858847635,0.007513399357411981,0.22202160078055097,0.0104917310910814,0.20301418439716312,0.24891304347826088,0.17140718562874252,0.07282913165266107,0.5652173913043478,0.038922155688622756,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,GAT,graph,default,1,2,0.617595289309365,0.2560936172974103,0.012426327913999557,0.4914102554321289,124.9,0.6177366952338437,0.007384771982085941,0.2576716481726088,0.011276570532756415,0.2473404255319149,0.3032608695652174,0.2088323353293413,0.0784313725490196,0.6086956521739131,0.041916167664670656,0.01337295690936107,0.9,0.006736526946107785
yelp,homo,167.43,45954,7693958,GAT,graph,default,2,2,0.6256734716666464,0.27365217021534133,0.010827155783772469,0.4774457514286041,124.9,0.6234237395553128,0.009117366215811117,0.2709577256178379,0.011974386913448268,0.2632978723404255,0.32282608695652176,0.22230538922155688,0.09103641456582633,0.7065217391304348,0.048652694610778445,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,GAT,graph,default,3,2,0.6296625181409076,0.27708234587129343,0.008946075104176998,0.40018919110298157,124.9,0.629877750201538,0.008514670852544225,0.27849924996601755,0.01192981129333333,0.2632978723404255,0.32282608695652176,0.22230538922155688,0.0896358543417367,0.6956521739130435,0.04790419161676647,0.01337295690936107,0.9,0.006736526946107785
yelp,homo,167.43,45954,7693958,SAGE,none,default,1,2,0.8110285761216873,0.46452448715262973,0.09401189535856247,0.10692087560892105,28.4,0.8112714038137147,0.0057158276135086585,0.46461803375334587,0.012983232425590943,0.425531914893617,0.5217391304347826,0.3592814371257485,0.10224089635854341,0.7934782608695652,0.05464071856287425,0.01188707280832095,0.8,0.005988023952095809
yelp,homo,167.43,45954,7693958,SAGE,none,default,2,2,0.8304848900721977,0.5070147350013521,0.10667839646339417,0.12262358516454697,28.4,0.8303976903996048,0.005449780530837666,0.5069004178859188,0.014096229483855234,0.45567375886524825,0.558695652173913,0.3847305389221557,0.1092436974789916,0.8478260869565217,0.058383233532934134,0.01337295690936107,0.9,0.006736526946107785
yelp,homo,167.43,45954,7693958,SAGE,none,default,3,2,0.8070796416332305,0.4697523567751256,0.08361409604549408,0.09550990164279938,28.4,0.807963636729927,0.005539889860216093,0.4724499028658072,0.012578350664303833,0.424645390070922,0.5206521739130435,0.35853293413173654,0.1092436974789916,0.8478260869565217,0.058383233532934134,0.01337295690936107,0.9,0.006736526946107785
yelp,homo,167.43,45954,7693958,SAGE,layer,default,1,2,0.8458734580228545,0.5547942394538149,0.20000919699668884,0.24001964926719666,28.6,0.8458534802538967,0.005141946119937236,0.5548957454184822,0.012872914585848567,0.499113475177305,0.6119565217391304,0.4214071856287425,0.1134453781512605,0.8804347826086957,0.06062874251497006,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,SAGE,layer,default,2,2,0.8525622031141382,0.5811529903791193,0.21096931397914886,0.26330116391181946,28.6,0.8525352114859021,0.005371510366240666,0.5804305389706418,0.014230426009110477,0.5070921985815603,0.6217391304347826,0.4281437125748503,0.12184873949579832,0.9456521739130435,0.06511976047904192,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,SAGE,layer,default,3,2,0.846206740033172,0.5674210549884762,0.17521226406097412,0.21501028537750244,28.6,0.846528843951749,0.005305885431978264,0.5694312452385809,0.013636313812584056,0.5,0.6130434782608696,0.4221556886227545,0.11904761904761904,0.9239130434782609,0.06362275449101797,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,SAGE,graph,default,1,2,0.872673028433967,0.6297037737197813,0.3184889256954193,0.41310396790504456,30.1,0.8729203523717822,0.005078010567217136,0.6301192694203924,0.01208988381662909,0.5478723404255319,0.6717391304347826,0.4625748502994012,0.12044817927170869,0.9347826086956522,0.06437125748502993,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,SAGE,graph,default,2,2,0.8781849964785298,0.6540086497410029,0.33001017570495605,0.4143002927303314,30.1,0.8778732051789179,0.005018787019645829,0.6536865308468031,0.013273956430246897,0.5700354609929078,0.6989130434782609,0.4812874251497006,0.12745098039215685,0.9891304347826086,0.06811377245508982,0.014858841010401188,1.0,0.0074850299401197605
yelp,homo,167.43,45954,7693958,SAGE,graph,default,3,2,0.8696694886703171,0.6402973336091013,0.28102484345436096,0.36586806178092957,30.1,0.8696371742711313,0.0049886742903835525,0.641957016279724,0.012813805667423158,0.5638297872340425,0.691304347826087,0.47604790419161674,0.12605042016806722,0.9782608695652174,0.06736526946107785,0.014858841010401188,1.0,0.0074850299401197605
amazon,net_upu,29.41,11944,351216,GCN,none,default,1,2,0.8697528089887641,0.5371280859576588,0.0006050743977539241,0.23973236978054047,3.4,0.8704649419059769,0.014598448064021295,0.5448548999500017,0.034548514092651327,0.4900990099009901,0.41422594142259417,0.6,0.21164021164021163,0.8333333333333334,0.12121212121212122,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GCN,none,default,2,2,0.874768811712632,0.48911213887863497,0.0008485955186188221,0.24065496027469635,3.4,0.8744996061915065,0.014077475891846044,0.4932164715031621,0.03546811312527109,0.4900990099009901,0.41422594142259417,0.6,0.2222222222222222,0.875,0.12727272727272726,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GCN,none,default,3,2,0.8733033707865168,0.5205010151822819,0.0006311144097708166,0.2454221397638321,3.4,0.8760575413675962,0.013692510965618528,0.527661662396443,0.03466209229941674,0.45410628019323673,0.37751004016064255,0.5696969696969697,0.2328042328042328,0.9166666666666666,0.13333333333333333,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GCN,layer,default,1,2,0.8052652366360231,0.38889175551738947,0.001530461828224361,0.18572527170181274,3.5,0.8064107118928834,0.01605939268176323,0.39610159734108863,0.03514202490974456,0.36633663366336633,0.30962343096234307,0.4484848484848485,0.21164021164021163,0.8333333333333334,0.12121212121212122,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GCN,layer,default,2,2,0.8155355805243445,0.39005512548612303,0.001948349759913981,0.17921662330627441,3.5,0.815821494142148,0.015515070257026285,0.39350448049573883,0.03865071225058579,0.3811881188118812,0.32217573221757323,0.4666666666666667,0.2222222222222222,0.875,0.12727272727272726,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GCN,layer,default,3,2,0.8302403813415049,0.41882564509131576,0.0014988334150984883,0.20168481767177582,3.5,0.8330551292470585,0.015333006299279715,0.42542364362839846,0.03520256913726536,0.3910891089108911,0.3305439330543933,0.47878787878787876,0.2328042328042328,0.9166666666666666,0.13333333333333333,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GCN,graph,default,1,2,0.8887545114061969,0.5652950488513816,0.02242984250187874,0.2849833071231842,3.7,0.8890416384081179,0.013476957334465025,0.5717662642631244,0.03358108851665602,0.5072463768115942,0.42168674698795183,0.6363636363636364,0.21164021164021163,0.8333333333333334,0.12121212121212122,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GCN,graph,default,2,2,0.8977814096016343,0.5202101943602844,0.02437511831521988,0.3085471987724304,3.7,0.8970677511748257,0.012340677553224547,0.5220616125692442,0.034846802737634824,0.4900662251655629,0.3854166666666667,0.6727272727272727,0.21164021164021163,0.8333333333333334,0.12121212121212122,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GCN,graph,default,3,2,0.8917316990125979,0.5670384617748377,0.025960907340049744,0.34650886058807373,3.7,0.8938031161884571,0.012961880910277192,0.572765925131528,0.03390927757679611,0.47404063205417607,0.3776978417266187,0.6363636363636364,0.2328042328042328,0.9166666666666666,0.13333333333333333,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GAT,none,default,1,2,0.48277970718420155,0.23562806877653947,0.010596951469779015,0.22660939395427704,6.0,0.48623061495194414,0.029770294997784955,0.24311209845560786,0.03236966140619097,0.1782178217821782,0.1506276150627615,0.21818181818181817,0.24338624338624337,0.9583333333333334,0.1393939393939394,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GAT,none,default,2,2,0.8850119169220292,0.5032230585509272,0.015273519791662693,0.15661543607711792,6.0,0.8851254458434437,0.014957125542991067,0.511811264142133,0.03467111718055736,0.49382716049382713,0.4166666666666667,0.6060606060606061,0.21164021164021163,0.8333333333333334,0.12121212121212122,0.023809523809523808,0.6666666666666666,0.012121212121212121
amazon,net_upu,29.41,11944,351216,GAT,none,default,3,2,0.8275914198161389,0.46239604153070557,0.027671106159687042,0.2913890480995178,6.0,0.8268349017746306,0.01629017238538426,0.47005262128931363,0.033892616099434544,0.4207920792079208,0.35564853556485354,0.5151515151515151,0.24338624338624337,0.9583333333333334,0.1393939393939394,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GAT,layer,default,1,2,0.8677194416070819,0.4481378625652481,0.0020756798330694437,0.1790677160024643,6.0,0.8679822209940222,0.015624571678611853,0.4569351675658821,0.036037642785482604,0.4405940594059406,0.3723849372384937,0.5393939393939394,0.21164021164021163,0.8333333333333334,0.12121212121212122,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GAT,layer,default,2,2,0.8911351719441608,0.5184176165361151,0.012623107060790062,0.17389489710330963,6.0,0.8903725036803539,0.013981798451800528,0.5215687527030834,0.0355680108312786,0.4975369458128079,0.4190871369294606,0.6121212121212121,0.2328042328042328,0.9166666666666666,0.13333333333333333,0.03550295857988166,0.75,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GAT,layer,default,3,2,0.8739775280898876,0.46310941129014677,0.0009134338470175862,0.20475386083126068,6.0,0.8756448304656788,0.013629221863024227,0.46939593136445223,0.03292323302262259,0.4158415841584158,0.3514644351464435,0.509090909090909,0.24338624338624337,0.9583333333333334,0.1393939393939394,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GAT,graph,default,1,2,0.8623983656792646,0.44920087581852236,0.014764254912734032,0.3529249131679535,6.2,0.8622828894822995,0.016070604609728343,0.45922967011471166,0.03840738903796223,0.44495412844036697,0.35793357933579334,0.5878787878787879,0.19895287958115182,0.7307692307692307,0.11515151515151516,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GAT,graph,default,2,2,0.8848171603677222,0.4473390878736487,0.039416659623384476,0.28510811924934387,6.3,0.8854198111377646,0.01543367929408616,0.4519911741714486,0.036801053470020315,0.4752475247524752,0.401673640167364,0.5818181818181818,0.14814814814814814,0.5833333333333334,0.08484848484848485,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,GAT,graph,default,3,2,0.8805733741913518,0.4719536432291605,0.02997395023703575,0.3754420578479767,6.3,0.8829196300874146,0.014359568220058903,0.47833891141099366,0.03434166619080268,0.45742092457420924,0.3821138211382114,0.5696969696969697,0.2328042328042328,0.9166666666666666,0.13333333333333333,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,SAGE,none,default,1,2,0.8965856315968675,0.7506520017720529,0.12657193839550018,0.3891983926296234,1.6,0.8953039999467814,0.015746294843078358,0.7525580958819331,0.03483820377303483,0.6237623762376238,0.5271966527196653,0.7636363636363637,0.25263157894736843,0.96,0.14545454545454545,0.1956521739130435,0.9473684210526315,0.10909090909090909
amazon,net_upu,29.41,11944,351216,SAGE,none,default,2,2,0.952354102826013,0.8547878456381525,0.1343369483947754,0.44050389528274536,1.6,0.9511241840229548,0.011161419119147158,0.8530770491820501,0.026688191332010364,0.698019801980198,0.5899581589958159,0.8545454545454545,0.25396825396825395,1.0,0.14545454545454545,0.11428571428571428,1.0,0.06060606060606061
amazon,net_upu,29.41,11944,351216,SAGE,none,default,3,2,0.9374722505958462,0.7965802629102514,0.13806885480880737,0.35702788829803467,1.6,0.9380967521381762,0.012832983728931982,0.8036768629175393,0.03539335787240799,0.6584158415841584,0.5564853556485355,0.806060606060606,0.24338624338624337,0.9583333333333334,0.1393939393939394,0.10285714285714286,0.9,0.05454545454545454
amazon,net_upu,29.41,11944,351216,SAGE,layer,default,1,2,0.9341995233231187,0.775966171195767,0.29868313670158386,0.2799857556819916,1.6,0.9339421340129125,0.011481592553940271,0.7801381388282946,0.03657422963922144,0.6534653465346535,0.5523012552301255,0.8,0.24338624338624337,0.9583333333333334,0.1393939393939394,0.023809523809523808,0.6666666666666666,0.012121212121212121
amazon,net_upu,29.41,11944,351216,SAGE,layer,default,2,2,0.9514661218930881,0.8602259110462113,0.2864789068698883,0.3101448714733124,1.6,0.9520773555711134,0.011021991986887933,0.8601562844117318,0.024396680117604427,0.693069306930693,0.5857740585774058,0.8484848484848485,0.25396825396825395,1.0,0.14545454545454545,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,SAGE,layer,default,3,2,0.9408947906026558,0.801450475535635,0.3112695813179016,0.30168649554252625,1.6,0.9420796203019982,0.009493092147412927,0.8062919325334045,0.03152667457746066,0.6683168316831684,0.5648535564853556,0.8181818181818182,0.24338624338624337,0.9583333333333334,0.1393939393939394,0.03571428571428571,1.0,0.01818181818181818
amazon,net_upu,29.41,11944,351216,SAGE,graph,default,1,2,0.9707783452502554,0.839705623131183,0.3523279130458832,0.3631007671356201,1.8,0.9703909598235445,0.006101994767795799,0.8428103628561022,0.032528922566365984,0.7227722772277227,0.6108786610878661,0.8848484848484849,0.24338624338624337,0.9583333333333334,0.1393939393939394,0.047058823529411764,0.8,0.024242424242424242
amazon,net_upu,29.41,11944,351216,SAGE,graph,default,2,2,0.9742839632277834,0.8862147753159256,0.3288586437702179,0.3177858293056488,1.8,0.9740185054025174,0.007262152541394418,0.8847855505772967,0.024952843461503824,0.7178217821782178,0.606694560669456,0.8787878787878788,0.24338624338624337,0.9583333333333334,0.1393939393939394,0.08139534883720931,1.0,0.04242424242424243
amazon,net_upu,29.41,11944,351216,SAGE,graph,default,3,2,0.968247871978209,0.8358558156347177,0.3266477882862091,0.3251289427280426,1.8,0.9684722231369263,0.006193105343074644,0.840785437007615,0.03041604525223836,0.6881188118811881,0.5815899581589958,0.8424242424242424,0.24338624338624337,0.9583333333333334,0.1393939393939394,0.11363636363636363,0.9090909090909091,0.06060606060606061
amazon,net_uvu,173.6,11944,2073474,GCN,none,default,1,2,0.8684439904664623,0.558737480621442,5.1540624554036185e-05,0.020505815744400024,17.6,0.8671489397253137,0.014998069197939107,0.5589302315426566,0.036011690770740734,0.5297029702970297,0.4476987447698745,0.6484848484848484,0.17989417989417988,0.7083333333333334,0.10303030303030303,0.03571428571428571,1.0,0.01818181818181818
amazon,net_uvu,173.6,11944,2073474,GCN,none,default,2,2,0.8854341164453524,0.565761654930961,6.789637700421736e-05,0.023042205721139908,17.7,0.8868790403899367,0.01753246940032687,0.5647682103559478,0.043824107857863316,0.5742574257425742,0.48535564853556484,0.703030303030303,0.20105820105820105,0.7916666666666666,0.11515151515151516,0.03571428571428571,1.0,0.01818181818181818
amazon,net_uvu,173.6,11944,2073474,GCN,none,default,3,2,0.8542921348314607,0.545227647355765,4.6491924877045676e-05,0.020907003432512283,17.7,0.852556816216139,0.01838735879043536,0.5463256242990984,0.04166062302140066,0.5445544554455446,0.4602510460251046,0.6666666666666666,0.19047619047619047,0.75,0.10909090909090909,0.047337278106508875,1.0,0.024242424242424242
amazon,net_uvu,173.6,11944,2073474,GCN,layer,default,1,2,0.8351855635001701,0.5005563542552269,0.0009821075946092606,0.05483923852443695,17.8,0.8324008463130201,0.017801360513599117,0.4986251753294739,0.03519937375611039,0.46534653465346537,0.39330543933054396,0.5696969696969697,0.17989417989417988,0.7083333333333334,0.10303030303030303,0.03571428571428571,1.0,0.01818181818181818
