dataset,model,norm,stats,seed,init,layers,n_stat_nodes,auc,auprc,mad,mad_random,train_time_s,boot_auc_mean,boot_auc_std,boot_auprc_mean,boot_auprc_std,f1@90,prec@90,rec@90,f1@99,prec@99,rec@99,f1@99.9,prec@99.9,rec@99.9
yelp,SAGE,graph,all,1,default,2,45954,0.87269665734722,0.6297386421634279,0.3184562027454376,0.4129849672317505,29.6,0.8729447410403369,0.005076162851677393,0.6301725661389885,0.012087280007843548,0.5478723404255319,0.6717391304347826,0.4625748502994012,0.12044817927170869,0.9347826086956522,0.06437125748502993,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,graph,all,2,default,2,45954,0.8781931427369294,0.6539827172936317,0.33014047145843506,0.4143706262111664,29.7,0.87788050140154,0.005022016134174948,0.6536697234838965,0.013284371691811798,0.5700354609929078,0.6989130434782609,0.4812874251497006,0.12745098039215685,0.9891304347826086,0.06811377245508982,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,graph,all,3,default,2,45954,0.8697006445357758,0.6402245211971989,0.2811182141304016,0.36584392189979553,29.6,0.8696693347664906,0.004989245600888751,0.6418994243559984,0.012804960820798097,0.5629432624113475,0.6902173913043478,0.4752994011976048,0.12605042016806722,0.9782608695652174,0.06736526946107785,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,none,notest,1,default,2,36762,0.5850583233990267,0.19275792063410616,6.090893657528795e-05,0.005731372628360987,66.6,0.5857551513194227,0.007089680458488988,0.19357284771909966,0.007542228157949098,0.20301418439716312,0.24891304347826088,0.17140718562874252,0.0350140056022409,0.2717391304347826,0.0187125748502994,0.0014858841010401188,0.1,0.0007485029940119761
yelp,GCN,none,notest,2,default,2,36762,0.5772068071087967,0.1948585728617283,8.028677984839305e-05,0.00678305234760046,66.6,0.5755387140525208,0.009079927209112172,0.19437688502895628,0.008570313134558498,0.2154255319148936,0.26413043478260867,0.18188622754491018,0.037815126050420166,0.29347826086956524,0.020209580838323353,0.0029717682020802376,0.2,0.0014970059880239522
yelp,GCN,none,notest,3,default,2,36762,0.5880259910423552,0.19396058726608345,8.947183232521638e-05,0.006857904605567455,66.5,0.5872430197791934,0.008578666330809037,0.19476057780830225,0.007545646516924489,0.20035460992907803,0.24565217391304348,0.1691616766467066,0.037815126050420166,0.29347826086956524,0.020209580838323353,0.0,0.0,0.0
yelp,GCN,layer,notest,1,default,2,36762,0.5909191513866361,0.23033003203107288,0.00021065490727778524,0.017092550173401833,67.0,0.5917397565988141,0.007462409754274529,0.23196613581539757,0.010846780831966515,0.2349290780141844,0.28804347826086957,0.19835329341317365,0.06857942617214835,0.5268817204301075,0.036676646706586824,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,layer,notest,2,default,2,36762,0.6072227204196494,0.2410062633817182,0.0004253785009495914,0.03131702169775963,67.1,0.6052327387764501,0.008984570668136155,0.23903250076936647,0.011022131575744333,0.2429078014184397,0.29782608695652174,0.20508982035928144,0.0741777466759972,0.5698924731182796,0.03967065868263473,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,layer,notest,3,default,2,36762,0.6051648612144347,0.24309800613227464,0.00031279565882869065,0.0216464065015316,67.1,0.6047995383524942,0.008572678531445768,0.24446758655741463,0.011720643903999533,0.2473404255319149,0.3032608695652174,0.2088323353293413,0.06442577030812324,0.5,0.0344311377245509,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,batch,notest,1,default,2,36762,0.6313378366739028,0.26450361225421026,0.018641255795955658,0.470931738615036,67.8,0.6310268582973546,0.007770511393954567,0.26553699547290216,0.011642155451475084,0.2570921985815603,0.31521739130434784,0.21706586826347304,0.0784313725490196,0.6086956521739131,0.041916167664670656,0.01337295690936107,0.9,0.006736526946107785
yelp,GCN,batch,notest,2,default,2,36762,0.6295080250649413,0.27446553267443874,0.019488105550408363,0.44675779342651367,67.9,0.6273648828442621,0.009333377839097918,0.27165513921500606,0.01270225415597244,0.25354609929078015,0.3108695652173913,0.21407185628742514,0.09663865546218488,0.75,0.051646706586826345,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,batch,notest,3,default,2,36762,0.6302147963492567,0.27025353264610175,0.016672559082508087,0.4196074903011322,67.8,0.6293787432333402,0.00806058975309044,0.2714293441026238,0.012345433987773134,0.2641843971631206,0.3239130434782609,0.22305389221556887,0.08823529411764706,0.6847826086956522,0.04715568862275449,0.016320474777448073,0.9166666666666666,0.008233532934131737
yelp,GCN,graph,notest,1,default,2,36762,0.6348951314529799,0.26833424480719714,0.01795874908566475,0.42959803342819214,67.9,0.6347160085698571,0.007619164984960399,0.269697439384224,0.01171279154955469,0.26063829787234044,0.31956521739130433,0.22005988023952097,0.07703081232492998,0.5978260869565217,0.04116766467065868,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,graph,notest,2,default,2,36762,0.6422051359348512,0.2850106602287284,0.019366255030035973,0.3997475802898407,67.9,0.6402632798635074,0.009458782048043431,0.2822632630246507,0.01284726014306995,0.26684397163120566,0.32717391304347826,0.2252994011976048,0.09663865546218488,0.75,0.051646706586826345,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,graph,notest,3,default,2,36762,0.6411213500951254,0.2831311371028178,0.015941936522722244,0.3885558247566223,67.9,0.6405017672071469,0.007914557855701939,0.2842760538166893,0.012534632862122133,0.2695035460992908,0.33043478260869563,0.2275449101796407,0.09103641456582633,0.7065217391304348,0.048652694610778445,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,none,notest,1,default,2,36762,0.8109328218562875,0.4643960583156068,0.09492625296115875,0.10792862623929977,28.5,0.8111717153406055,0.0057225581907029656,0.46448470804678477,0.01298179190340009,0.42641843971631205,0.5228260869565218,0.36002994011976047,0.10224089635854341,0.7934782608695652,0.05464071856287425,0.01188707280832095,0.8,0.005988023952095809
yelp,SAGE,none,notest,2,default,2,36762,0.8303977584545776,0.5069089452604256,0.10595002770423889,0.12181208282709122,28.5,0.8303056872833171,0.005445846115635801,0.5068015380288615,0.014113203153828378,0.45478723404255317,0.5576086956521739,0.38398203592814373,0.10784313725490197,0.8369565217391305,0.05763473053892216,0.01337295690936107,0.9,0.006736526946107785
yelp,SAGE,none,notest,3,default,2,36762,0.8071122266668292,0.46985553446929296,0.08342887461185455,0.095309779047966,28.5,0.8080016206358988,0.005536875534398727,0.4725482749258009,0.01256662671128148,0.424645390070922,0.5206521739130435,0.35853293413173654,0.11064425770308123,0.8586956521739131,0.05913173652694611,0.01337295690936107,0.9,0.006736526946107785
yelp,SAGE,layer,notest,1,default,2,36762,0.8459109022281303,0.5547421859330322,0.2020966112613678,0.24239405989646912,28.8,0.8458894058025486,0.00515016290850016,0.554819275948307,0.012879671424493075,0.500886524822695,0.6141304347826086,0.42290419161676646,0.1134453781512605,0.8804347826086957,0.06062874251497006,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,layer,notest,2,default,2,36762,0.8526188458114321,0.5813254832708947,0.22475598752498627,0.2791110873222351,28.7,0.8526221438106056,0.005379694689518612,0.5806853025832798,0.014268549341402929,0.5088652482269503,0.6239130434782608,0.4296407185628742,0.12184873949579832,0.9456521739130435,0.06511976047904192,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,layer,notest,3,default,2,36762,0.8461412841323462,0.5670911358487438,0.17713168263435364,0.21715430915355682,28.7,0.8464617672600976,0.005311837619543084,0.5691184932325188,0.013636410801873451,0.500886524822695,0.6141304347826086,0.42290419161676646,0.11764705882352941,0.9130434782608695,0.06287425149700598,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,batch,notest,1,default,2,36762,0.872177488200788,0.6293465289489935,0.3196719288825989,0.4122483432292938,29.7,0.8723268757281104,0.0051938950152769295,0.629708133577764,0.011988839648498473,0.5452127659574468,0.6684782608695652,0.46032934131736525,0.12184873949579832,0.9456521739130435,0.06511976047904192,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,batch,notest,2,default,2,36762,0.8781635589564252,0.6541694356236277,0.3295802175998688,0.414119690656662,29.6,0.8778650582224327,0.005111471623265906,0.653787330123266,0.013394534626589008,0.5700354609929078,0.6989130434782609,0.4812874251497006,0.12745098039215685,0.9891304347826086,0.06811377245508982,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,batch,notest,3,default,2,36762,0.8685170074819811,0.6352266069633169,0.28622764348983765,0.36965298652648926,29.6,0.8684532944581853,0.0049944853704529425,0.6368166978886027,0.013178621791390559,0.5620567375886525,0.6891304347826087,0.4745508982035928,0.12324929971988796,0.9565217391304348,0.0658682634730539,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,graph,notest,1,default,2,36762,0.8726457789614255,0.6299194800119918,0.3187079429626465,0.4131706655025482,29.8,0.8728959695412868,0.00506793790626989,0.6303619968604809,0.012060119912802739,0.5514184397163121,0.6760869565217391,0.4655688622754491,0.12044817927170869,0.9347826086956522,0.06437125748502993,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,graph,notest,2,default,2,36762,0.8781453132431675,0.6536947352132112,0.3302030861377716,0.41472938656806946,29.8,0.8778384801997252,0.0050251566419505815,0.6534268869359587,0.013307872128400771,0.5709219858156028,0.7,0.4820359281437126,0.12745098039215685,0.9891304347826086,0.06811377245508982,0.014858841010401188,1.0,0.0074850299401197605
yelp,SAGE,graph,notest,3,default,2,36762,0.8697047414844444,0.6405645376978961,0.28185534477233887,0.3666848838329315,29.7,0.8696736200543627,0.004990057809660779,0.6422122434503776,0.012774109516189775,0.5638297872340425,0.691304347826087,0.47604790419161674,0.12605042016806722,0.9782608695652174,0.06736526946107785,0.014858841010401188,1.0,0.0074850299401197605
